t,sid,x,y,trial,SID,onset,offset,camera_onset,webcam_onset,camera_lag,webcam_length,condition,Morph,x_or_y,correct_side
192.9000000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
192.93300000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
192.96600000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
192.99900000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.03300000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.0660000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.09900000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.1330000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.16600000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.20000000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.23300000000006,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.26600000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.2990000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.33300000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.3660000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.39900000000006,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.43300000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.46600000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.49900000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.53300000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.5660000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.59900000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.6330000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.66600000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.69900000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.73300000000006,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.76600000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.7990000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.83300000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.8660000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.89900000000006,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.93300000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.96600000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
193.99900000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.03300000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.0660000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.09900000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.1330000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.16600000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.19900000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.23300000000006,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.26600000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.2990000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.33300000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.3660000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.39900000000006,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.43300000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.46600000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.49900000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.53300000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.5660000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.59900000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.6330000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.66600000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.69900000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.73300000000006,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.76600000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.7990000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.83300000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.8660000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.89900000000006,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.93300000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.96600000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
194.99900000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.03300000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.0660000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.09900000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.1330000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.16600000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.19900000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.23300000000006,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.26600000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.2990000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.33300000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.3660000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.39900000000006,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.43300000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.46600000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.49900000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.5320000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.5660000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.59900000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.63200000000006,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.66600000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.69900000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.73300000000006,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.76600000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.7990000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.83200000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.8660000000001,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.89900000000006,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.93300000000005,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.96600000000007,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
195.99900000000008,020218_01,NA,NA,1,020218_01,192.03199999999998,196.01,70.924,108.528,37.604,512.267,2,70,X,L
197.5660000000001,020218_01,964.46,136.97000000000003,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
197.59900000000005,020218_01,973.385,142.83500000000004,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
197.63200000000006,020218_01,980.7,167.47500000000002,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
197.66600000000005,020218_01,991.29,206.1400000000001,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
197.69900000000007,020218_01,1004.06,224.485,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
197.73200000000008,020218_01,1013.105,233.98000000000002,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
197.76600000000008,020218_01,1018.2649999999999,232.115,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
197.7990000000001,020218_01,1017.3,237.135,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
197.83200000000005,020218_01,1022.185,238.94499999999994,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
197.8660000000001,020218_01,1023.4200000000001,243.21499999999992,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
197.89900000000006,020218_01,1023.2250000000001,246.20000000000005,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
197.93200000000007,020218_01,1020.8499999999999,251.01,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
197.96600000000007,020218_01,1021.96,252.71000000000004,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
197.99900000000008,020218_01,1023.52,257.15,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.0320000000001,020218_01,1021.775,261.71000000000004,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.0660000000001,020218_01,1018.63,264.865,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.09900000000005,020218_01,1014.315,266.95500000000004,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.13200000000006,020218_01,1013.285,268.005,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.16600000000005,020218_01,1010.615,267.02,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.19900000000007,020218_01,1007.255,269.55500000000006,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.23200000000008,020218_01,1004.5,268.64,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.26600000000008,020218_01,1003.25,269.41999999999996,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.2990000000001,020218_01,1001.635,268.265,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.33200000000005,020218_01,1000.12,268.1400000000001,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.3660000000001,020218_01,997.7,267.865,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.39900000000006,020218_01,996.225,266.615,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.43200000000007,020218_01,994.665,265.23,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.46600000000007,020218_01,993.755,264.42999999999995,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.49900000000008,020218_01,991.5,264.78999999999996,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.5320000000001,020218_01,989.9549999999999,265.385,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.56500000000005,020218_01,985.005,298.27,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.59900000000005,020218_01,942.785,458.125,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.63200000000006,020218_01,910.865,480.245,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.66500000000008,020218_01,910.145,486.395,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.69900000000007,020218_01,902.735,490.655,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.73200000000008,020218_01,896.4100000000001,493.28,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.7650000000001,020218_01,895,493.845,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.7990000000001,020218_01,895.355,493.4549999999999,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.83200000000005,020218_01,893.95,493.68499999999995,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.86500000000007,020218_01,893.51,494.615,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.89900000000006,020218_01,891.585,496.5,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.93200000000007,020218_01,888.985,498.23,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.96600000000007,020218_01,885.365,501.78,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
198.99900000000008,020218_01,884.6800000000001,503.2149999999999,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.0320000000001,020218_01,882.9649999999999,505.07500000000005,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.06500000000005,020218_01,882.635,505.865,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.09900000000005,020218_01,905.12,369.18000000000006,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.13200000000006,020218_01,934.215,323.725,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.16500000000008,020218_01,949.34,305.7750000000001,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.19900000000007,020218_01,950.685,304.405,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.23200000000008,020218_01,956.335,301.61,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.2650000000001,020218_01,958.605,298.32500000000005,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.2990000000001,020218_01,962.4200000000001,297.26,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.33200000000005,020218_01,965.3050000000001,294.475,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.36500000000007,020218_01,965.365,290.28999999999996,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.39900000000006,020218_01,965.56,290.1700000000001,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.43200000000007,020218_01,967.56,286.9,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.4650000000001,020218_01,969.4000000000001,284.155,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.49900000000008,020218_01,969.13,283.77,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.5320000000001,020218_01,969.265,282.365,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.56500000000005,020218_01,970.2,280.55500000000006,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.59900000000005,020218_01,971.995,277.07500000000005,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.63200000000006,020218_01,970.815,275.905,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.66500000000008,020218_01,971.65,273.29499999999996,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.69900000000007,020218_01,972.785,272.31999999999994,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.73200000000008,020218_01,972.5899999999999,272.1099999999999,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.7650000000001,020218_01,972.87,270.5,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.7990000000001,020218_01,973.29,269.885,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.83200000000005,020218_01,972.9649999999999,268.28,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.86500000000007,020218_01,972.4549999999999,267.8299999999999,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.89900000000006,020218_01,972.425,267.625,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.93200000000007,020218_01,971.675,267.605,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.9650000000001,020218_01,972.325,267.3399999999999,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
199.99900000000008,020218_01,973.38,266.08500000000004,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
200.0320000000001,020218_01,973.0999999999999,267.20000000000005,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
200.06500000000005,020218_01,972.4649999999999,266.89,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
200.09900000000005,020218_01,973.7049999999999,265.84000000000003,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
200.13200000000006,020218_01,973.575,266.3900000000001,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
200.16500000000008,020218_01,972.6,266.7850000000001,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
200.19900000000007,020218_01,972.1600000000001,267.78999999999996,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
200.23200000000008,020218_01,973.42,267.74,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
200.2650000000001,020218_01,974.365,266.495,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
200.2990000000001,020218_01,974.315,265.6700000000001,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
200.33200000000005,020218_01,973.635,265.745,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
200.36500000000007,020218_01,971.565,266.79999999999995,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
200.39900000000006,020218_01,970.5350000000001,266.9549999999999,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
200.43200000000007,020218_01,969.985,267.525,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
200.4650000000001,020218_01,969.305,268.135,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
200.49900000000008,020218_01,967.235,267.95500000000004,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
200.5320000000001,020218_01,966.165,267.5899999999999,2,020218_01,197.54000000000002,202.67399999999998,70.924,108.528,37.604,512.267,2,50,M,M
